,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,income_category
2716,-115.57,32.8,17.0,1492.0,426.0,1595.0,428.0,1.7188,INLAND,2
265,-122.19,37.78,52.0,1026.0,180.0,469.0,168.0,2.875,NEAR BAY,2
13251,-117.69,34.11,16.0,2427.0,522.0,794.0,491.0,2.6929,INLAND,2
19159,-122.7,38.36,11.0,5817.0,878.0,2538.0,876.0,4.221,<1H OCEAN,3
16259,-121.26,37.97,41.0,2398.0,448.0,1143.0,444.0,3.0352,INLAND,3
14506,-117.22,32.87,5.0,3511.0,1008.0,1599.0,918.0,3.8542,NEAR OCEAN,3
16155,-122.49,37.78,47.0,2695.0,643.0,1505.0,644.0,3.0877,NEAR BAY,3
5961,-117.84,34.11,17.0,3499.0,621.0,1911.0,621.0,4.8894,INLAND,4
9891,-122.28,38.29,23.0,1398.0,388.0,1112.0,406.0,2.2366,NEAR BAY,2
1263,-121.68,37.98,19.0,3388.0,599.0,1707.0,575.0,3.6411,INLAND,3
13904,-116.39,34.15,15.0,5583.0,1149.0,2709.0,964.0,1.9779,INLAND,2
19886,-119.13,36.3,33.0,3379.0,612.0,1565.0,618.0,2.7321,INLAND,2
16213,-121.32,37.96,46.0,1832.0,365.0,975.0,373.0,2.0398,INLAND,2
18166,-122.02,37.35,18.0,1221.0,255.0,507.0,271.0,5.3679,<1H OCEAN,4
7934,-118.08,33.82,26.0,4259.0,588.0,1644.0,581.0,6.2519,<1H OCEAN,5
16592,-121.43,37.73,40.0,1718.0,391.0,1312.0,388.0,2.9955,INLAND,2
16406,-121.18,37.99,31.0,2450.0,559.0,1459.0,478.0,2.4674,INLAND,2
11135,-117.93,33.84,23.0,2870.0,653.0,1680.0,598.0,3.2301,<1H OCEAN,3
15478,-117.15,33.16,5.0,4750.0,962.0,2726.0,905.0,3.5839,<1H OCEAN,3
18928,-122.19,38.09,8.0,614.0,118.0,278.0,115.0,6.3735,NEAR BAY,5
1092,-121.87,39.82,11.0,5103.0,825.0,2456.0,810.0,4.5032,INLAND,4
15295,-117.34,33.16,24.0,1006.0,277.0,610.0,246.0,2.25,NEAR OCEAN,2
20615,-121.54,39.08,23.0,1076.0,216.0,724.0,197.0,2.3598,INLAND,2
16757,-122.48,37.7,33.0,4492.0,,3477.0,1537.0,3.0546,NEAR OCEAN,3
20220,-119.27,34.28,52.0,2239.0,420.0,941.0,397.0,4.125,NEAR OCEAN,3
3407,-118.3,34.25,44.0,1442.0,285.0,859.0,292.0,4.5833,<1H OCEAN,4
12548,-121.48,38.55,52.0,2037.0,358.0,811.0,375.0,4.3929,INLAND,3
15527,-117.08,33.13,17.0,8466.0,2628.0,7014.0,2267.0,2.1437,<1H OCEAN,2
8856,-118.39,34.07,33.0,5301.0,1281.0,2243.0,1159.0,4.2386,<1H OCEAN,3
9548,-120.86,37.4,17.0,3511.0,636.0,1904.0,617.0,3.1111,INLAND,3
12712,-121.4,38.59,18.0,2614.0,624.0,1181.0,616.0,2.0432,INLAND,2
74,-122.29,37.81,20.0,835.0,161.0,290.0,133.0,2.483,NEAR BAY,2
18935,-122.18,38.23,21.0,2475.0,341.0,812.0,308.0,7.2589,NEAR BAY,5
15660,-122.42,37.78,26.0,812.0,507.0,628.0,445.0,2.3304,NEAR BAY,2
19936,-119.33,36.3,12.0,2172.0,352.0,1013.0,354.0,4.9464,INLAND,4
5149,-118.27,33.96,38.0,1126.0,270.0,999.0,265.0,0.5495,<1H OCEAN,1
20074,-120.26,38.13,17.0,301.0,94.0,122.0,47.0,4.0583,INLAND,3
19943,-119.36,36.22,10.0,2445.0,526.0,1262.0,476.0,1.9355,INLAND,2
9905,-122.27,38.31,44.0,3030.0,589.0,1373.0,582.0,2.9054,NEAR BAY,2
5794,-118.23,34.15,19.0,2294.0,716.0,1686.0,680.0,3.0288,<1H OCEAN,3
10411,-117.6,33.65,4.0,3134.0,504.0,1599.0,485.0,6.2464,<1H OCEAN,5
7209,-118.17,34.03,41.0,2099.0,530.0,2325.0,528.0,2.1979,<1H OCEAN,2
16355,-121.32,38.03,25.0,2474.0,513.0,1947.0,524.0,2.5742,INLAND,2
15011,-117.04,32.77,26.0,4263.0,1037.0,2199.0,1010.0,2.734,<1H OCEAN,2
98,-122.26,37.82,22.0,3682.0,1270.0,2024.0,1250.0,1.2185,NEAR BAY,1
15650,-122.41,37.8,52.0,1999.0,642.0,1846.0,620.0,1.9145,NEAR BAY,2
3785,-118.38,34.16,31.0,2197.0,501.0,944.0,474.0,3.7312,<1H OCEAN,3
16817,-122.46,37.64,26.0,2806.0,375.0,1617.0,396.0,5.3922,NEAR OCEAN,4
15856,-122.38,37.76,52.0,248.0,68.0,124.0,51.0,1.4886,NEAR BAY,1
16605,-120.67,35.63,8.0,2690.0,410.0,1085.0,381.0,4.2841,<1H OCEAN,3
13298,-117.64,34.08,35.0,1254.0,241.0,729.0,253.0,3.495,INLAND,3
11484,-117.99,33.73,20.0,3182.0,884.0,1770.0,817.0,3.1912,<1H OCEAN,3
12368,-116.42,33.79,12.0,7095.0,1260.0,1179.0,570.0,4.9444,INLAND,4
6492,-118.01,34.08,30.0,2281.0,522.0,1969.0,500.0,3.6531,INLAND,3
11017,-117.81,33.76,32.0,2053.0,339.0,835.0,323.0,5.5654,<1H OCEAN,4
211,-122.22,37.79,52.0,3424.0,690.0,2273.0,685.0,3.9048,NEAR BAY,3
4079,-118.36,34.15,34.0,3659.0,921.0,1338.0,835.0,3.6202,<1H OCEAN,3
9027,-118.88,34.02,19.0,15990.0,2611.0,5175.0,2173.0,7.7848,NEAR OCEAN,5
13921,-116.0,34.12,32.0,3163.0,712.0,1358.0,544.0,2.125,INLAND,2
5134,-118.26,33.97,44.0,1246.0,308.0,1031.0,295.0,1.9556,<1H OCEAN,2
14547,-117.25,32.94,16.0,4755.0,807.0,1829.0,756.0,6.7694,NEAR OCEAN,5
7570,-118.21,33.89,42.0,1254.0,225.0,929.0,235.0,4.3646,<1H OCEAN,3
9163,-118.47,34.42,17.0,913.0,228.0,530.0,201.0,3.038,<1H OCEAN,3
9697,-121.61,36.69,19.0,9899.0,2617.0,11272.0,2528.0,2.0244,<1H OCEAN,2
5770,-118.27,34.16,47.0,1453.0,356.0,787.0,345.0,3.0114,<1H OCEAN,3
18496,-121.56,37.0,20.0,3976.0,953.0,3866.0,950.0,2.5387,INLAND,2
9624,-120.31,37.29,36.0,969.0,206.0,732.0,175.0,1.5938,INLAND,2
9962,-122.23,38.33,31.0,3440.0,574.0,1538.0,537.0,5.5368,NEAR BAY,4
8107,-118.21,33.8,44.0,1387.0,280.0,984.0,302.0,4.25,NEAR OCEAN,3
16168,-122.51,37.78,47.0,2496.0,494.0,1201.0,454.0,4.0353,NEAR BAY,3
17435,-120.46,34.64,37.0,1697.0,334.0,740.0,272.0,2.3804,NEAR OCEAN,2
19280,-122.72,38.42,26.0,3604.0,734.0,2605.0,704.0,3.0969,<1H OCEAN,3
6449,-118.04,34.12,39.0,2522.0,380.0,1113.0,357.0,5.2249,INLAND,4
3380,-118.27,34.25,35.0,2091.0,360.0,879.0,326.0,4.4485,<1H OCEAN,3
15614,-122.41,37.81,25.0,1178.0,545.0,592.0,441.0,3.6728,NEAR BAY,3
3724,-118.42,34.18,27.0,3760.0,880.0,2022.0,812.0,3.1551,<1H OCEAN,3
14912,-117.05,32.61,26.0,1563.0,286.0,1145.0,313.0,3.8615,NEAR OCEAN,3
13404,-117.46,34.1,35.0,908.0,226.0,667.0,203.0,2.5833,INLAND,2
19957,-119.32,36.22,5.0,2319.0,438.0,1283.0,423.0,3.6343,INLAND,3
19074,-122.49,38.3,14.0,2844.0,602.0,1613.0,544.0,3.3571,<1H OCEAN,3
16077,-122.48,37.74,52.0,2841.0,517.0,1372.0,517.0,3.9236,NEAR OCEAN,3
18291,-122.12,37.37,18.0,1617.0,231.0,555.0,222.0,8.9021,NEAR BAY,5
19050,-121.83,38.43,24.0,1307.0,314.0,917.0,291.0,2.2244,INLAND,2
17745,-121.76,37.3,6.0,3526.0,559.0,1378.0,491.0,6.1463,<1H OCEAN,5
4080,-118.37,34.15,23.0,4604.0,1319.0,2391.0,1227.0,3.1373,<1H OCEAN,3
15133,-116.93,32.83,21.0,1283.0,278.0,684.0,289.0,2.3203,<1H OCEAN,2
5500,-118.42,33.99,35.0,1701.0,482.0,1428.0,494.0,3.725,<1H OCEAN,3
18081,-122.03,37.27,25.0,4460.0,553.0,1608.0,561.0,10.7958,<1H OCEAN,5
15874,-122.4,37.75,52.0,1182.0,307.0,1029.0,306.0,2.0577,NEAR BAY,2
15710,-122.44,37.79,52.0,1903.0,461.0,831.0,433.0,4.4464,NEAR BAY,3
16767,-122.49,37.69,35.0,2644.0,456.0,1465.0,430.0,4.9375,NEAR OCEAN,4
7343,-118.14,33.96,38.0,590.0,139.0,620.0,132.0,2.1731,<1H OCEAN,2
17963,-122.0,37.3,28.0,5096.0,1011.0,2588.0,954.0,5.357,<1H OCEAN,4
19120,-122.64,38.24,52.0,1621.0,393.0,635.0,349.0,2.5202,<1H OCEAN,2
5853,-118.32,34.17,47.0,2589.0,465.0,1284.0,485.0,5.1008,<1H OCEAN,4
1148,-121.36,39.52,15.0,2490.0,527.0,1229.0,497.0,2.3917,INLAND,2
3411,-118.39,34.28,24.0,4694.0,820.0,3566.0,777.0,4.4818,<1H OCEAN,3
12500,-121.46,38.57,52.0,893.0,159.0,367.0,160.0,3.2386,INLAND,3
20437,-118.81,34.25,4.0,9147.0,1827.0,3950.0,1661.0,5.716,<1H OCEAN,4
14926,-117.01,32.67,17.0,2319.0,348.0,1125.0,337.0,5.551,NEAR OCEAN,4
8132,-118.12,33.83,45.0,1734.0,331.0,797.0,293.0,4.8917,<1H OCEAN,4
3793,-118.37,34.16,25.0,2450.0,618.0,1054.0,578.0,3.6375,<1H OCEAN,3
2645,-124.14,40.57,29.0,2864.0,600.0,1314.0,562.0,2.1354,<1H OCEAN,2
1212,-120.55,38.07,27.0,1199.0,224.0,463.0,199.0,2.9063,INLAND,2
12057,-117.59,33.88,7.0,3586.0,959.0,2695.0,877.0,2.4387,INLAND,2
2411,-119.46,36.61,13.0,1348.0,258.0,719.0,246.0,3.625,INLAND,3
15270,-117.29,33.08,18.0,3225.0,515.0,1463.0,476.0,5.7787,NEAR OCEAN,4
870,-121.93,37.49,5.0,1150.0,311.0,648.0,245.0,3.5714,<1H OCEAN,3
2091,-119.78,36.75,49.0,1175.0,307.0,982.0,278.0,1.2937,INLAND,1
18381,-121.87,37.21,18.0,1080.0,122.0,382.0,121.0,9.08,<1H OCEAN,5
10424,-117.63,33.45,5.0,3549.0,604.0,1571.0,534.0,5.3705,NEAR OCEAN,4
2436,-119.6,36.58,28.0,1452.0,300.0,919.0,308.0,2.8287,INLAND,2
5394,-118.38,34.03,43.0,912.0,255.0,705.0,246.0,2.6402,<1H OCEAN,2
13005,-121.28,38.68,16.0,3467.0,615.0,1478.0,601.0,3.75,INLAND,3
14586,-117.19,32.84,35.0,2263.0,427.0,1001.0,408.0,3.875,NEAR OCEAN,3
2180,-119.89,36.76,17.0,1987.0,335.0,1152.0,313.0,4.1719,INLAND,3
18655,-121.97,36.98,17.0,2813.0,497.0,1337.0,477.0,3.7083,NEAR OCEAN,3
8645,-118.4,33.87,38.0,2398.0,431.0,911.0,392.0,5.2319,<1H OCEAN,4
4753,-118.33,34.04,31.0,1090.0,251.0,955.0,239.0,2.913,<1H OCEAN,2
2078,-119.81,36.76,51.0,2419.0,486.0,1284.0,426.0,2.2029,INLAND,2
15554,-117.08,33.11,31.0,1832.0,444.0,1669.0,463.0,2.2146,<1H OCEAN,2
215,-122.22,37.79,38.0,3049.0,711.0,2167.0,659.0,2.7969,NEAR BAY,2
3451,-118.44,34.32,14.0,6235.0,1286.0,3568.0,1190.0,4.1724,<1H OCEAN,3
20459,-118.77,34.28,26.0,2873.0,480.0,1915.0,475.0,5.3681,<1H OCEAN,4
6465,-118.04,34.1,38.0,2317.0,451.0,1155.0,426.0,4.1488,INLAND,3
1162,-121.52,39.51,30.0,3085.0,610.0,1688.0,575.0,2.334,INLAND,2
11415,-117.97,33.69,21.0,4112.0,580.0,1886.0,581.0,6.799,<1H OCEAN,5
1571,-122.01,37.83,30.0,3917.0,549.0,1330.0,544.0,6.5617,NEAR BAY,5
199,-122.23,37.78,52.0,472.0,146.0,415.0,126.0,2.6429,NEAR BAY,2
12046,-117.52,33.88,21.0,722.0,178.0,770.0,165.0,2.5656,INLAND,2
9740,-121.64,36.74,30.0,2628.0,444.0,1372.0,432.0,4.1696,<1H OCEAN,3
18786,-122.42,40.44,16.0,994.0,,495.0,181.0,2.1875,INLAND,2
8395,-118.37,33.96,26.0,138.0,23.0,100.0,20.0,4.875,<1H OCEAN,4
17664,-121.89,37.27,28.0,1481.0,256.0,688.0,221.0,5.2088,<1H OCEAN,4
7365,-118.2,33.96,44.0,3114.0,779.0,2959.0,776.0,3.1875,<1H OCEAN,3
17853,-121.88,37.44,23.0,1310.0,267.0,910.0,261.0,5.3994,<1H OCEAN,4
9723,-121.76,36.83,28.0,1445.0,268.0,1017.0,284.0,3.6693,<1H OCEAN,3
19956,-119.33,36.22,9.0,3748.0,644.0,1955.0,620.0,4.2011,INLAND,3
513,-122.23,37.82,52.0,3051.0,381.0,1005.0,369.0,8.1872,NEAR BAY,5
11393,-117.97,33.73,26.0,1694.0,260.0,885.0,279.0,5.0875,<1H OCEAN,4
12389,-116.43,33.75,24.0,2596.0,438.0,473.0,237.0,3.7727,INLAND,3
4902,-118.25,34.01,43.0,1575.0,475.0,1980.0,469.0,1.7425,<1H OCEAN,2
2891,-118.98,35.39,32.0,2620.0,682.0,2375.0,684.0,1.2618,INLAND,1
4125,-118.2,34.14,52.0,2090.0,466.0,1219.0,390.0,4.0909,<1H OCEAN,3
17887,-121.95,37.39,24.0,5230.0,934.0,3795.0,970.0,5.4228,<1H OCEAN,4
13611,-117.27,34.15,35.0,1490.0,253.0,705.0,253.0,3.3616,INLAND,3
3863,-118.45,34.16,22.0,4982.0,1358.0,2237.0,1220.0,3.7105,<1H OCEAN,3
15570,-116.89,32.99,14.0,2816.0,501.0,1448.0,452.0,5.0278,<1H OCEAN,4
7910,-118.09,33.88,27.0,3119.0,635.0,1887.0,567.0,3.8654,<1H OCEAN,3
3069,-119.25,35.75,36.0,1598.0,443.0,1658.0,417.0,1.517,INLAND,2
1750,-122.32,37.95,35.0,1612.0,354.0,887.0,331.0,2.5769,NEAR BAY,2
18594,-122.09,37.11,32.0,2637.0,489.0,1031.0,410.0,3.6474,NEAR OCEAN,3
19636,-120.96,37.51,30.0,1288.0,237.0,720.0,233.0,2.3864,INLAND,2
10863,-117.88,33.71,27.0,1596.0,297.0,1703.0,289.0,4.1,<1H OCEAN,3
12995,-121.24,38.68,20.0,1402.0,236.0,676.0,236.0,3.7426,INLAND,3
3009,-118.99,35.24,40.0,282.0,59.0,213.0,71.0,2.35,INLAND,2
16806,-122.41,37.66,34.0,1075.0,318.0,906.0,294.0,3.0052,NEAR OCEAN,3
12295,-116.89,33.93,29.0,4549.0,916.0,2494.0,912.0,2.0976,INLAND,2
4447,-118.21,34.07,52.0,1770.0,,1848.0,439.0,2.4135,<1H OCEAN,2
5664,-118.28,33.73,45.0,2137.0,559.0,1550.0,529.0,1.9167,NEAR OCEAN,2
14600,-117.16,32.81,14.0,4328.0,1100.0,2046.0,1044.0,2.2899,NEAR OCEAN,2
350,-122.17,37.75,48.0,1751.0,390.0,935.0,349.0,1.4375,NEAR BAY,1
20247,-119.26,34.27,42.0,918.0,204.0,394.0,204.0,4.0069,NEAR OCEAN,3
3475,-118.49,34.31,25.0,1024.0,145.0,357.0,147.0,7.0598,<1H OCEAN,5
15380,-117.34,33.46,14.0,1902.0,338.0,848.0,304.0,5.5395,<1H OCEAN,4
13521,-117.41,34.24,20.0,1160.0,181.0,543.0,188.0,5.2072,INLAND,4
2719,-115.48,32.8,21.0,1260.0,246.0,805.0,239.0,2.6172,INLAND,2
19594,-120.86,37.6,25.0,1178.0,206.0,709.0,214.0,4.5625,INLAND,4
13091,-121.35,38.56,16.0,2278.0,370.0,1203.0,371.0,5.0622,INLAND,4
3772,-118.42,34.15,27.0,2795.0,602.0,1073.0,535.0,5.1496,<1H OCEAN,4
1144,-121.41,39.72,17.0,1583.0,331.0,730.0,306.0,2.3895,INLAND,2
14137,-117.05,32.74,34.0,2178.0,455.0,1193.0,446.0,3.1719,NEAR OCEAN,3
18886,-122.24,38.1,49.0,1851.0,356.0,849.0,307.0,2.9432,NEAR BAY,2
5825,-118.3,34.19,14.0,3615.0,913.0,1924.0,852.0,3.5083,<1H OCEAN,3
9006,-118.59,34.11,35.0,2396.0,472.0,1054.0,457.0,6.4504,<1H OCEAN,5
2293,-119.77,36.8,24.0,3748.0,770.0,1827.0,719.0,2.7222,INLAND,2
19100,-122.61,38.26,17.0,2864.0,487.0,1482.0,547.0,4.6833,<1H OCEAN,4
19909,-119.3,36.33,44.0,2060.0,414.0,819.0,355.0,2.8795,INLAND,2
18793,-122.66,40.52,13.0,3013.0,486.0,1361.0,515.0,4.5357,INLAND,4
7911,-118.07,33.89,32.0,1819.0,386.0,1679.0,360.0,3.5562,<1H OCEAN,3
7036,-118.08,33.96,35.0,2104.0,399.0,1659.0,387.0,4.0096,<1H OCEAN,3
14272,-117.12,32.7,37.0,1361.0,348.0,1398.0,328.0,1.1681,NEAR OCEAN,1
16727,-120.76,35.52,7.0,9613.0,1666.0,4487.0,1653.0,3.6667,<1H OCEAN,3
20424,-118.75,34.18,4.0,16704.0,2704.0,6187.0,2207.0,6.6122,NEAR OCEAN,5
12319,-116.71,33.94,12.0,549.0,109.0,209.0,90.0,3.0208,INLAND,3
6533,-118.07,34.06,34.0,2873.0,718.0,2758.0,699.0,2.5985,<1H OCEAN,2
6071,-117.85,34.06,24.0,3128.0,497.0,1406.0,472.0,7.5286,<1H OCEAN,5
7987,-118.17,33.85,39.0,2247.0,526.0,1670.0,525.0,3.07,<1H OCEAN,3
6675,-118.12,34.16,52.0,2218.0,437.0,1211.0,422.0,5.0237,<1H OCEAN,4
20415,-118.84,34.17,16.0,3449.0,820.0,1877.0,816.0,3.2176,<1H OCEAN,3
13208,-117.72,34.05,31.0,2220.0,526.0,1662.0,472.0,2.7321,INLAND,2
17089,-122.22,37.47,35.0,367.0,113.0,398.0,109.0,2.5,NEAR OCEAN,2
13409,-117.48,34.1,30.0,2287.0,531.0,1796.0,503.0,2.5833,INLAND,2
10071,-120.17,39.32,14.0,2421.0,489.0,1000.0,354.0,3.5652,INLAND,3
5756,-118.29,34.18,52.0,1602.0,265.0,667.0,251.0,5.049,<1H OCEAN,4
5113,-118.29,33.96,36.0,1717.0,417.0,902.0,368.0,1.4868,<1H OCEAN,1
11169,-117.98,33.83,17.0,3419.0,932.0,2460.0,766.0,3.2823,<1H OCEAN,3
13117,-121.22,38.4,14.0,2655.0,441.0,1277.0,422.0,4.6989,INLAND,4
9866,-121.83,36.6,30.0,2748.0,502.0,1491.0,535.0,4.3472,<1H OCEAN,3
4772,-118.34,34.04,42.0,1681.0,360.0,987.0,337.0,2.6,<1H OCEAN,2
4642,-118.3,34.06,21.0,3960.0,1490.0,3468.0,1335.0,1.8214,<1H OCEAN,2
15138,-116.92,32.82,16.0,2784.0,468.0,1458.0,465.0,4.0048,<1H OCEAN,3
12032,-117.47,33.93,33.0,919.0,208.0,724.0,235.0,3.4028,INLAND,3
15857,-122.39,37.76,52.0,624.0,170.0,410.0,148.0,4.0042,NEAR BAY,3
7631,-118.29,33.84,11.0,2274.0,617.0,1897.0,622.0,3.5094,<1H OCEAN,3
7891,-118.07,33.88,17.0,2407.0,539.0,1422.0,524.0,4.2619,<1H OCEAN,3
5024,-118.32,33.99,48.0,1260.0,284.0,791.0,280.0,2.1875,<1H OCEAN,2
12516,-121.47,38.56,52.0,889.0,162.0,273.0,145.0,3.125,INLAND,3
17679,-121.84,37.32,22.0,3015.0,581.0,2491.0,530.0,4.3419,<1H OCEAN,3
15983,-122.47,37.76,52.0,2680.0,740.0,1587.0,713.0,2.5933,NEAR BAY,2
13577,-117.28,34.13,44.0,2469.0,568.0,1363.0,517.0,1.8396,INLAND,2
5066,-118.3,33.99,44.0,1458.0,326.0,1159.0,283.0,1.1645,<1H OCEAN,1
14457,-117.27,32.82,35.0,2908.0,595.0,1068.0,529.0,4.1793,NEAR OCEAN,3
5421,-118.43,34.02,41.0,2403.0,516.0,1001.0,514.0,4.3906,<1H OCEAN,3
2997,-119.03,35.32,12.0,2721.0,549.0,1294.0,523.0,2.5575,INLAND,2
4658,-118.32,34.05,42.0,3343.0,1183.0,3480.0,1146.0,1.9923,<1H OCEAN,2
16748,-122.46,37.7,37.0,3029.0,738.0,2436.0,700.0,3.3214,NEAR OCEAN,3
12909,-121.3,38.63,31.0,1817.0,372.0,992.0,339.0,3.0972,INLAND,3
7328,-118.17,33.97,33.0,2410.0,641.0,2106.0,593.0,2.2422,<1H OCEAN,2
5811,-118.26,34.13,37.0,1383.0,470.0,1185.0,451.0,2.5,<1H OCEAN,2
289,-122.17,37.78,52.0,653.0,128.0,296.0,121.0,4.175,NEAR BAY,3
2682,-115.54,32.98,27.0,1513.0,395.0,1121.0,381.0,1.9464,INLAND,2
6286,-117.93,34.04,30.0,1336.0,239.0,905.0,253.0,4.8854,<1H OCEAN,4
6544,-118.02,34.05,34.0,1610.0,513.0,2050.0,508.0,2.5562,<1H OCEAN,2
9769,-121.32,36.43,22.0,2927.0,637.0,2546.0,618.0,2.7153,<1H OCEAN,2
924,-121.92,37.49,10.0,7441.0,1588.0,3571.0,1466.0,5.1643,<1H OCEAN,4
20302,-119.21,34.12,15.0,5778.0,1285.0,1722.0,829.0,4.3427,NEAR OCEAN,3
11611,-118.06,33.78,22.0,4048.0,562.0,1637.0,541.0,7.3463,<1H OCEAN,5
19005,-121.93,38.31,25.0,185.0,32.0,85.0,32.0,4.875,INLAND,4
1377,-122.09,38.02,37.0,1742.0,339.0,1128.0,345.0,3.8824,NEAR BAY,3
12366,-116.46,33.79,10.0,6960.0,1487.0,1130.0,661.0,2.1411,INLAND,2
11426,-117.98,33.7,17.0,1997.0,340.0,952.0,341.0,4.4148,<1H OCEAN,3
14786,-117.12,32.57,21.0,1738.0,295.0,983.0,298.0,4.8274,NEAR OCEAN,4
691,-122.12,37.69,35.0,2681.0,508.0,1580.0,536.0,4.1042,NEAR BAY,3
7480,-118.22,33.94,40.0,930.0,258.0,1203.0,244.0,2.5938,<1H OCEAN,2
3448,-118.42,34.25,36.0,1430.0,331.0,1502.0,312.0,3.6292,<1H OCEAN,3
10640,-117.79,33.69,16.0,3067.0,396.0,1275.0,372.0,8.7385,<1H OCEAN,5
18114,-122.02,37.31,35.0,2355.0,384.0,1248.0,378.0,5.9714,<1H OCEAN,4
238,-122.21,37.79,45.0,2115.0,533.0,1530.0,474.0,2.4167,NEAR BAY,2
15725,-122.44,37.78,44.0,1545.0,334.0,561.0,326.0,3.875,NEAR BAY,3
16813,-122.42,37.65,39.0,4402.0,894.0,2941.0,887.0,3.8565,NEAR OCEAN,3
1994,-119.77,36.73,44.0,1960.0,393.0,1286.0,381.0,2.1518,INLAND,2
6526,-118.05,34.06,32.0,2286.0,654.0,2991.0,655.0,2.1781,<1H OCEAN,2
11298,-117.91,33.78,33.0,2729.0,549.0,2223.0,535.0,4.0362,<1H OCEAN,3
18858,-121.76,41.5,31.0,602.0,153.0,112.0,47.0,1.0667,INLAND,1
4521,-118.21,34.04,36.0,1825.0,479.0,2097.0,480.0,2.1862,<1H OCEAN,2
14015,-117.17,32.75,52.0,1052.0,,381.0,201.0,3.0726,NEAR OCEAN,3
19211,-122.71,38.46,36.0,2175.0,516.0,1087.0,477.0,3.0444,<1H OCEAN,3
6527,-118.05,34.06,45.0,531.0,164.0,722.0,166.0,2.1406,<1H OCEAN,2
18,-122.26,37.84,50.0,2239.0,455.0,990.0,419.0,1.9911,NEAR BAY,2
1747,-122.36,37.96,30.0,950.0,317.0,1073.0,280.0,1.8664,NEAR BAY,2
18920,-122.19,38.07,20.0,3000.0,525.0,1207.0,491.0,4.6406,NEAR BAY,4
2967,-119.12,35.33,4.0,8574.0,1489.0,4250.0,1444.0,5.1036,INLAND,4
9963,-122.24,38.31,38.0,1938.0,301.0,823.0,285.0,6.1089,NEAR BAY,5
16790,-122.46,37.65,21.0,2751.0,502.0,2027.0,491.0,5.2573,NEAR OCEAN,4
6482,-118.02,34.09,32.0,1747.0,399.0,1199.0,402.0,3.4286,INLAND,3
15401,-117.22,33.22,16.0,2134.0,643.0,1555.0,560.0,1.7217,<1H OCEAN,2
6611,-118.11,34.18,52.0,3571.0,510.0,1434.0,490.0,5.9009,INLAND,4
9902,-122.27,38.28,37.0,1170.0,303.0,766.0,302.0,2.6618,NEAR BAY,2
1022,-119.78,38.69,17.0,1364.0,282.0,338.0,152.0,2.45,INLAND,2
19072,-122.49,38.32,30.0,1631.0,284.0,788.0,284.0,3.3098,<1H OCEAN,3
19688,-121.62,39.13,41.0,1147.0,243.0,583.0,239.0,2.2431,INLAND,2
15598,-116.35,32.74,16.0,2595.0,606.0,1046.0,367.0,1.7137,INLAND,2
6144,-117.98,34.09,31.0,3073.0,617.0,2640.0,594.0,3.5,INLAND,3
4713,-118.36,34.06,52.0,2130.0,455.0,921.0,395.0,2.9605,<1H OCEAN,2
3684,-118.37,34.21,36.0,1392.0,326.0,1181.0,303.0,3.1563,<1H OCEAN,3
17262,-119.71,34.42,52.0,1411.0,324.0,1091.0,306.0,4.1062,<1H OCEAN,3
848,-122.07,37.58,16.0,1893.0,338.0,1461.0,344.0,5.225,NEAR BAY,4
14712,-117.04,32.79,23.0,2491.0,350.0,863.0,348.0,6.7196,<1H OCEAN,5
9642,-120.84,37.06,14.0,1506.0,380.0,1096.0,352.0,1.1301,INLAND,1
11653,-118.03,33.85,16.0,1831.0,390.0,1347.0,389.0,3.8426,<1H OCEAN,3
15988,-122.47,37.76,52.0,4001.0,809.0,1886.0,756.0,3.3239,NEAR BAY,3
11026,-117.83,33.8,30.0,4713.0,758.0,2271.0,730.0,5.8622,<1H OCEAN,4
11878,-117.38,33.99,52.0,1797.0,332.0,905.0,313.0,2.7054,INLAND,2
6301,-117.96,34.02,33.0,349.0,124.0,460.0,83.0,2.375,<1H OCEAN,2
9422,-122.66,37.93,42.0,1505.0,324.0,553.0,277.0,4.1792,NEAR OCEAN,3
180,-122.24,37.8,49.0,2838.0,749.0,1487.0,677.0,2.5238,NEAR BAY,2
14165,-117.07,32.77,38.0,1130.0,228.0,699.0,241.0,2.65,NEAR OCEAN,2
19085,-122.58,38.38,27.0,3800.0,728.0,1587.0,605.0,4.7237,<1H OCEAN,4
13395,-117.58,34.02,4.0,5998.0,1092.0,3182.0,1042.0,5.2692,INLAND,4
10954,-117.88,33.76,37.0,2988.0,677.0,2354.0,666.0,3.4345,<1H OCEAN,3
8362,-118.33,33.96,42.0,2084.0,517.0,1062.0,451.0,2.0057,<1H OCEAN,2
17806,-121.87,37.38,16.0,3275.0,529.0,1863.0,527.0,5.5429,<1H OCEAN,4
1488,-122.03,37.95,14.0,3287.0,793.0,1601.0,716.0,3.1719,NEAR BAY,3
14255,-117.11,32.72,25.0,1491.0,348.0,1183.0,316.0,1.9583,NEAR OCEAN,2
16565,-121.46,37.73,20.0,2039.0,373.0,862.0,330.0,5.1629,INLAND,4
4589,-118.28,34.06,52.0,1261.0,616.0,2309.0,581.0,1.6184,<1H OCEAN,2
5076,-118.32,33.98,49.0,1993.0,446.0,1052.0,394.0,2.2138,<1H OCEAN,2
1695,-122.27,38.0,15.0,1216.0,166.0,572.0,178.0,5.8418,NEAR BAY,4
